0.7362,0.9681,1.0,1.0
0.7987,0.9806,1.0,1.0
0.843,0.9868,1.0,1.0
0.8752,0.9924,1.0,1.0
0.892,0.9941,0.9999,1.0
0.9046,0.9952,0.9997,1.0
0.9122,0.9959,0.9994,1.0
0.918,0.9964,0.9994,1.0
0.9223,0.9967,0.9993,1.0
0.9233,0.9968,0.9993,1.0
0.4243,0.7995,0.9853,1.0
0.5469,0.8784,0.9874,1.0
0.6791,0.9444,0.9898,1.0
0.7882,0.9757,0.9916,1.0
0.852,0.9899,0.9936,1.0
0.8867,0.9942,0.995,1.0
0.9058,0.9961,0.9963,1.0
0.9163,0.9968,0.9977,1.0
0.922,0.9968,0.9988,1.0
0.9233,0.9968,0.9993,1.0
0.8595,0.9906,0.8956,1.0
0.8762,0.9931,0.9286,1.0
0.889,0.9944,0.9526,1.0
0.8994,0.9951,0.97,1.0
0.9068,0.9956,0.9817,1.0
0.9134,0.9965,0.9891,1.0
0.9175,0.9961,0.9941,1.0
0.9215,0.9961,0.9968,1.0
0.9234,0.9965,0.9986,1.0
0.9233,0.9968,0.9993,1.0
0.1601,0.5602,0.0,0.6432
0.2076,0.6411,0.0027,0.7476
0.3099,0.7786,0.2757,0.9958
0.4977,0.9106,0.6824,1.0
0.7057,0.9681,0.8266,1.0
0.8302,0.9889,0.9208,1.0
0.8867,0.9942,0.9695,1.0
0.9112,0.9956,0.9892,1.0
0.9218,0.9963,0.9966,1.0
0.9233,0.9968,0.9993,1.0
0.9136,0.9953,0.9272,1.0
0.9167,0.9956,0.9457,1.0
0.9198,0.9959,0.96,1.0
0.9215,0.996,0.9754,1.0
0.922,0.9961,0.9838,1.0
0.9226,0.9965,0.9909,1.0
0.9236,0.9967,0.9947,1.0
0.9239,0.997,0.9973,1.0
0.9242,0.9969,0.9986,1.0
0.9233,0.9968,0.9993,1.0
0.1247,0.6988,0.0,0.5161
0.1567,0.8154,0.0001,0.6821
0.2712,0.9123,0.0347,0.9637
0.5295,0.968,0.881,1.0
0.7655,0.9872,0.9308,1.0
0.8775,0.9929,0.9505,1.0
0.9098,0.995,0.9764,1.0
0.92,0.9955,0.9945,1.0
0.9221,0.9964,0.9986,1.0
0.9233,0.9968,0.9993,1.0
0.916,0.996,0.4791,1.0
0.9186,0.9965,0.629,1.0
0.9198,0.9966,0.7693,1.0
0.9212,0.9968,0.8764,1.0
0.922,0.997,0.9303,1.0
0.9224,0.9968,0.9622,1.0
0.9227,0.9969,0.9831,1.0
0.9234,0.9968,0.9938,1.0
0.9235,0.997,0.9977,1.0
0.9233,0.9968,0.9993,1.0
0.9237,0.9968,0.9996,1.0
0.9236,0.9968,0.9996,1.0
0.9234,0.9968,0.9996,1.0
0.9234,0.9968,0.9995,1.0
0.9233,0.9969,0.9995,1.0
0.9234,0.9969,0.9995,1.0
0.9234,0.9968,0.9993,1.0
0.9235,0.9967,0.9993,1.0
0.9235,0.9967,0.9993,1.0
0.9233,0.9968,0.9993,1.0
